Time (h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),Sugar feed rate(Fs:L/h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Oxygen Uptake Rate(OUR:(g min^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Fault reference(Fault_ref:Fault ref),Batch_Number
154.6,0.00096079,4.8401,20.35,6.4531,297.93,1.8066,75.0,75.0,100.0,1.5117,,0.0,44
154.8,0.00088403,4.998,20.351,6.4674,298.15,1.8072,75.0,75.0,100.0,1.4939,,0.0,44
155.0,0.00082779,5.1117,20.354,6.4906,298.01,1.8078,75.0,75.0,100.0,1.4771,,0.0,44
155.2,0.00082641,5.1312,20.357,6.5156,297.9,1.8083,75.0,75.0,100.0,1.4736,,0.0,44
155.4,0.00083175,5.0958,20.36,6.5374,297.99,1.8088,75.0,75.0,100.0,1.4727,,0.0,44
155.6,0.00084102,5.025,20.362,6.5477,297.91,1.8093,75.0,75.0,100.0,1.4681,,0.0,44
155.8,0.00091906,4.8419,20.362,6.5405,298.12,1.8098,75.0,75.0,100.0,1.5132,,0.0,44
156.0,0.0010241,4.6453,20.36,6.5183,298.01,1.8104,75.0,75.0,100.0,1.5589,27.317,0.0,44
156.2,0.0010082,4.6105,20.356,6.4915,297.92,1.8111,75.0,75.0,100.0,1.5734,,0.0,44
156.4,0.0010768,4.5637,20.353,6.4705,298.03,1.8117,75.0,75.0,100.0,1.5873,,0.0,44
156.6,0.001037,4.6421,20.349,6.4629,297.95,1.8124,75.0,75.0,100.0,1.5942,,0.0,44
156.8,0.00099064,4.7548,20.347,6.4684,298.17,1.813,75.0,75.0,100.0,1.5781,,0.0,44
157.0,0.00092524,4.8839,20.346,6.484,298.03,1.8136,75.0,75.0,100.0,1.5442,,0.0,44
157.2,0.00094126,4.8994,20.346,6.5015,297.93,1.8141,75.0,75.0,100.0,1.5415,,0.0,44
157.4,0.00093599,4.8992,20.346,6.5185,298.01,1.8146,75.0,75.0,100.0,1.5406,,0.0,44
157.6,0.001013,4.7953,20.344,6.5303,297.93,1.8151,75.0,75.0,100.0,1.5589,,0.0,44
157.8,0.00098604,4.7574,20.342,6.5334,298.13,1.8157,75.0,75.0,100.0,1.5577,,0.0,44
158.0,0.0011417,4.5554,20.338,6.5244,298.02,1.8163,75.0,75.0,100.0,1.5872,,0.0,44
158.2,0.0012159,4.4321,20.333,6.5075,297.93,1.817,75.0,75.0,100.0,1.6113,,0.0,44
158.4,0.0011947,4.422,20.327,6.4906,298.02,1.8177,75.0,75.0,100.0,1.6164,,0.0,44
158.6,0.038361,5.9583,20.317,6.4883,297.93,1.8181,75.0,75.0,100.0,1.4516,,0.0,44
158.8,0.12747,6.0423,20.302,6.5041,298.12,1.8178,75.0,75.0,100.0,1.3436,,0.0,44
159.0,0.23283,6.0283,20.287,6.5202,297.98,1.8174,75.0,75.0,100.0,1.333,,0.0,44
159.2,0.3451,5.9748,20.273,6.5312,297.87,1.817,75.0,75.0,100.0,1.3253,,0.0,44
159.4,0.46206,5.8666,20.259,6.5289,297.93,1.8167,75.0,75.0,100.0,1.348,,0.0,44
159.6,0.58343,5.799,20.246,6.5158,297.86,1.8163,75.0,75.0,100.0,1.3454,,0.0,44
159.8,0.70662,5.7871,20.233,6.5037,297.97,1.8159,75.0,75.0,100.0,1.3492,,0.0,44
160.0,0.8618,5.9047,20.219,6.4921,297.88,1.8155,90.0,75.0,100.0,1.3268,,0.0,44
160.2,1.0161,8.9985,20.183,6.4829,298.06,1.8151,90.0,75.0,100.0,0.87191,,0.0,44
160.4,1.1707,9.0641,20.147,6.4827,297.92,1.8147,90.0,75.0,100.0,0.82409,,0.0,44
160.6,1.3261,9.1388,20.11,6.4905,298.26,1.8143,90.0,75.0,100.0,0.8071,,0.0,44
160.8,1.4819,9.1938,20.073,6.5024,298.05,1.8139,90.0,75.0,100.0,0.78955,,0.0,44
161.0,1.6364,9.21,20.036,6.5139,297.89,1.8135,90.0,75.0,100.0,0.78097,,0.0,44
161.2,1.793,9.1905,20.0,6.5207,298.01,1.8131,90.0,75.0,100.0,0.78056,,0.0,44
161.4,1.9502,9.1559,19.964,6.5184,297.88,1.8128,90.0,75.0,100.0,0.77776,,0.0,44
161.6,2.1075,9.1216,19.929,6.5076,298.17,1.8124,90.0,75.0,100.0,0.78298,,0.0,44
161.8,2.2634,9.1169,19.894,6.4941,298.0,1.812,90.0,75.0,100.0,0.78655,,0.0,44
162.0,2.4201,9.149,19.859,6.4844,297.85,1.8115,90.0,75.0,100.0,0.78724,,0.0,44
162.2,2.5766,9.1955,19.824,6.4822,297.98,1.8111,90.0,75.0,100.0,0.79998,,0.0,44
162.4,2.7296,9.2583,19.788,6.4882,297.85,1.8107,90.0,75.0,100.0,0.80009,,0.0,44
162.6,2.8842,9.3197,19.752,6.4999,298.14,1.8103,90.0,75.0,100.0,0.78353,,0.0,44
162.8,3.0363,9.3261,19.716,6.5113,297.96,1.8099,90.0,75.0,100.0,0.79381,,0.0,44
163.0,3.1895,9.3131,19.681,6.5188,297.82,1.8095,90.0,75.0,100.0,0.79533,,0.0,44
163.2,3.3412,9.2537,19.646,6.5192,297.95,1.8091,90.0,75.0,100.0,0.82896,,0.0,44
163.4,3.4972,9.1935,19.611,6.5113,297.86,1.8087,90.0,75.0,100.0,0.86522,,0.0,44
163.6,3.6525,9.1863,19.577,6.4989,298.0,1.8083,90.0,75.0,100.0,0.86426,,0.0,44
163.8,3.8095,9.2047,19.543,6.4882,297.89,1.8079,90.0,75.0,100.0,0.86634,,0.0,44
164.0,3.9664,9.2554,19.509,6.4847,298.13,1.8074,90.0,75.0,100.0,0.86247,,0.0,44
164.2,4.1207,9.3096,19.474,6.4894,297.96,1.807,90.0,75.0,100.0,0.86259,,0.0,44
164.4,4.2743,9.351,19.439,6.4982,297.84,1.8066,90.0,75.0,100.0,0.86393,,0.0,44
164.6,4.4292,9.3803,19.404,6.508,297.92,1.8062,90.0,75.0,100.0,0.85464,,0.0,44
164.8,4.5839,9.3733,19.37,6.5139,297.84,1.8057,90.0,75.0,100.0,0.85846,,0.0,44
165.0,4.7373,9.3483,19.336,6.5146,297.95,1.8053,90.0,75.0,100.0,0.86818,,0.0,44
165.2,4.8908,9.3254,19.302,6.5092,297.85,1.8049,90.0,75.0,100.0,0.87398,,0.0,44
165.4,5.0425,9.3198,19.269,6.5003,298.08,1.8045,90.0,75.0,100.0,0.87597,,0.0,44
165.6,5.1918,9.3493,19.235,6.4922,297.92,1.804,90.0,75.0,100.0,0.86148,,0.0,44
165.8,5.3397,9.3916,19.202,6.489,298.31,1.8036,90.0,75.0,100.0,0.8541,,0.0,44
166.0,5.4893,9.4359,19.168,6.4918,298.07,1.8032,90.0,75.0,100.0,0.85211,,0.0,44
166.2,5.6392,9.4674,19.134,6.4986,297.89,1.8027,90.0,75.0,100.0,0.85715,,0.0,44
166.4,5.7879,9.497,19.1,6.5067,298.03,1.8023,90.0,75.0,100.0,0.84701,,0.0,44
166.6,5.9388,9.5035,19.066,6.5119,297.89,1.8018,90.0,75.0,100.0,0.83953,,0.0,44
166.8,6.0918,9.4956,19.033,6.5116,298.2,1.8014,90.0,75.0,100.0,0.83584,,0.0,44
167.0,6.2454,9.4811,19.0,6.5062,298.01,1.801,90.0,75.0,100.0,0.84025,,0.0,44
167.2,6.3986,9.4802,18.967,6.4986,297.86,1.8005,90.0,75.0,100.0,0.84446,,0.0,44
167.4,6.5519,9.5125,18.935,6.4925,297.99,1.8001,90.0,75.0,100.0,0.83198,,0.0,44
167.6,6.7057,9.5466,18.902,6.4904,297.85,1.7996,90.0,75.0,100.0,0.83139,,0.0,44
167.8,6.8586,9.5907,18.869,6.4929,298.13,1.7992,90.0,75.0,100.0,0.82645,,0.0,44
168.0,7.0121,9.6328,18.836,6.4995,297.94,1.7987,90.0,75.0,100.0,0.81566,26.191,0.0,44
168.2,7.164,9.6608,18.802,6.5069,298.42,1.7983,90.0,75.0,100.0,0.8041,,0.0,44
168.4,7.3144,9.6596,18.769,6.5116,298.12,1.7978,90.0,75.0,100.0,0.80483,,0.0,44
168.6,7.4648,9.6411,18.737,6.5113,297.9,1.7974,90.0,75.0,100.0,0.81433,,0.0,44
168.8,7.6146,9.6309,18.705,6.5062,298.07,1.7969,90.0,75.0,100.0,0.81731,,0.0,44
169.0,7.7633,9.6408,18.673,6.4991,297.9,1.7964,90.0,75.0,100.0,0.80975,,0.0,44
169.2,7.9128,9.6542,18.641,6.4933,298.26,1.796,90.0,75.0,100.0,0.81682,,0.0,44
169.4,8.0619,9.6743,18.608,6.491,298.02,1.7955,90.0,75.0,100.0,0.83097,,0.0,44
169.6,8.2105,9.7097,18.576,6.4935,297.84,1.7951,90.0,75.0,100.0,0.83401,,0.0,44
169.8,8.3584,9.7501,18.544,6.4986,297.96,1.7946,90.0,75.0,100.0,0.82442,,0.0,44
170.0,8.5083,9.7626,18.512,6.5056,297.83,1.7941,90.0,75.0,100.0,0.83171,,0.0,44
170.2,8.6629,8.1451,18.491,6.5413,298.13,1.7831,90.0,75.0,100.0,1.0747,,0.0,44
170.4,8.8234,8.0814,18.472,6.5585,297.95,1.7673,90.0,75.0,100.0,1.0785,,0.0,44
170.6,8.9854,8.111,18.452,6.5751,298.45,1.7512,90.0,75.0,100.0,1.0567,,0.0,44
170.8,9.1475,8.1427,18.432,6.5913,298.16,1.7351,90.0,75.0,100.0,1.0295,,0.0,44
171.0,9.3135,8.1755,18.412,6.6068,297.93,1.7191,90.0,75.0,100.0,1.0015,,0.0,44
171.2,9.4806,8.2094,18.392,6.6218,298.13,1.703,90.0,75.0,100.0,0.97353,,0.0,44
171.4,9.6505,8.2321,18.372,6.6361,297.95,1.687,90.0,75.0,100.0,0.95847,,0.0,44
171.6,9.8225,8.2577,18.351,6.6497,298.4,1.671,90.0,75.0,100.0,0.94278,,0.0,44
171.8,9.9977,8.2809,18.331,6.6627,298.12,1.655,90.0,75.0,100.0,0.92919,,0.0,44
172.0,10.174,8.3069,18.311,6.6746,297.92,1.639,90.0,75.0,100.0,0.91304,,0.0,44
172.2,10.351,8.315,18.29,6.6457,298.1,1.6339,90.0,75.0,100.0,0.90648,,0.0,44
172.4,10.527,8.3235,18.27,6.6181,297.94,1.6332,90.0,75.0,100.0,0.90251,,0.0,44
172.6,10.703,8.3297,18.249,6.5922,298.35,1.6327,90.0,75.0,100.0,0.90245,,0.0,44
172.8,10.881,8.3342,18.228,6.5674,298.11,1.6323,90.0,75.0,100.0,0.90362,,0.0,44
173.0,11.06,8.3217,18.208,6.5434,297.92,1.6318,90.0,75.0,100.0,0.92445,,0.0,44
173.2,11.236,8.2944,18.187,6.53,298.09,1.6314,90.0,75.0,100.0,0.91365,,0.0,44
173.4,11.413,8.2877,18.167,6.5171,297.94,1.6309,90.0,75.0,100.0,0.92333,,0.0,44
173.6,11.59,8.2883,18.147,6.5049,298.33,1.6305,90.0,75.0,100.0,0.92676,,0.0,44
173.8,11.768,8.2956,18.127,6.4933,298.08,1.63,90.0,75.0,100.0,0.92086,,0.0,44
174.0,11.944,8.3201,18.106,6.4861,297.9,1.6295,90.0,75.0,100.0,0.91656,,0.0,44
174.2,12.121,8.3708,18.086,6.4867,298.05,1.6291,90.0,75.0,100.0,0.9022,,0.0,44
174.4,12.294,8.4024,18.065,6.4939,297.91,1.6286,90.0,75.0,100.0,0.90669,,0.0,44
174.6,12.466,8.413,18.044,6.5045,298.26,1.6282,90.0,75.0,100.0,0.91774,,0.0,44
174.8,12.638,8.4031,18.023,6.5132,298.05,1.6277,90.0,75.0,100.0,0.92304,,0.0,44
175.0,12.811,8.3794,18.002,6.5164,297.88,1.6273,90.0,75.0,100.0,0.91999,,0.0,44
175.2,12.984,8.332,17.982,6.5118,298.03,1.6268,90.0,75.0,100.0,0.93614,,0.0,44
175.4,13.155,8.3118,17.962,6.502,297.89,1.6263,90.0,75.0,100.0,0.93462,,0.0,44
175.6,13.328,8.2948,17.942,6.4922,298.23,1.6259,90.0,75.0,100.0,0.95589,,0.0,44
175.8,13.5,8.3299,17.922,6.4873,298.02,1.6254,90.0,75.0,100.0,0.94414,,0.0,44
176.0,13.673,8.3791,17.901,6.4895,297.86,1.6249,90.0,75.0,100.0,0.92656,,0.0,44
176.2,13.845,8.4129,17.881,6.4973,298.01,1.6245,90.0,75.0,100.0,0.92095,,0.0,44
176.4,14.016,8.4269,17.86,6.5077,297.87,1.624,90.0,75.0,100.0,0.9172,,0.0,44
176.6,14.187,8.4084,17.84,6.5147,298.21,1.6235,90.0,75.0,100.0,0.92378,,0.0,44
176.8,14.354,8.3697,17.82,6.5151,298.0,1.623,90.0,75.0,100.0,0.93462,,0.0,44
177.0,14.524,8.3413,17.8,6.5078,297.84,1.6226,90.0,75.0,100.0,0.93328,,0.0,44
177.2,14.692,8.3128,17.78,6.4972,297.98,1.6221,90.0,75.0,100.0,0.95165,,0.0,44
177.4,14.864,8.3354,17.76,6.4891,297.84,1.6216,90.0,75.0,100.0,0.94068,,0.0,44
177.6,15.033,8.3803,17.74,6.4875,298.19,1.6211,90.0,75.0,100.0,0.92414,,0.0,44
177.8,15.201,8.4155,17.72,6.4926,297.98,1.6206,90.0,75.0,100.0,0.92168,,0.0,44
178.0,15.37,8.4525,17.7,6.5021,297.82,1.6202,90.0,75.0,100.0,0.90415,,0.0,44
178.2,15.537,8.4565,17.679,6.5105,297.97,1.6197,90.0,75.0,100.0,0.89832,,0.0,44
178.4,15.705,8.4378,17.659,6.5142,297.84,1.6192,90.0,75.0,100.0,0.89686,,0.0,44
178.6,15.872,8.3976,17.64,6.5114,298.19,1.6187,90.0,75.0,100.0,0.91164,,0.0,44
178.8,16.04,8.3666,17.62,6.5037,297.98,1.6182,90.0,75.0,100.0,0.92387,,0.0,44
179.0,16.206,8.36,17.6,6.4949,297.82,1.6177,90.0,75.0,100.0,0.92848,,0.0,44
179.2,16.371,8.3735,17.581,6.4894,297.97,1.6172,90.0,75.0,100.0,0.93332,,0.0,44
179.4,16.534,8.4134,17.561,6.4897,297.83,1.6167,90.0,75.0,100.0,0.92181,,0.0,44
179.6,16.696,8.4347,17.541,6.4957,298.2,1.6163,90.0,75.0,100.0,0.93026,,0.0,44
179.8,16.858,8.4587,17.521,6.5048,297.97,1.6158,90.0,75.0,100.0,0.92008,,0.0,44
180.0,17.019,8.4549,17.501,6.5116,297.81,1.6153,90.0,75.0,100.0,0.91637,25.039,0.0,44
180.2,17.182,8.4366,17.481,6.5128,297.95,1.6148,90.0,75.0,100.0,0.91232,,0.0,44
180.4,17.348,8.4026,17.462,6.5086,297.8,1.6143,90.0,75.0,100.0,0.92294,,0.0,44
180.6,17.514,8.3825,17.443,6.5011,298.17,1.6138,90.0,75.0,100.0,0.93086,,0.0,44
180.8,17.682,8.3884,17.423,6.494,297.92,1.6133,90.0,75.0,100.0,0.9277,,0.0,44
181.0,17.846,8.4187,17.404,6.4909,298.59,1.6128,90.0,75.0,100.0,0.91584,,0.0,44
181.2,18.008,8.4463,17.384,6.4925,298.14,1.6123,90.0,75.0,100.0,0.91249,,0.0,44
181.4,18.173,8.4728,17.364,6.4984,297.85,1.6118,90.0,75.0,100.0,0.90685,,0.0,44
181.6,18.335,8.4822,17.344,6.5055,298.06,1.6112,90.0,75.0,100.0,0.9058,,0.0,44
181.8,18.495,8.4646,17.325,6.5109,297.85,1.6107,90.0,75.0,100.0,0.91676,,0.0,44
182.0,18.655,8.4603,17.305,6.5113,298.36,1.6102,90.0,75.0,100.0,0.90059,,0.0,44
182.2,18.813,8.4377,17.286,6.5063,298.02,1.6097,90.0,75.0,100.0,0.90119,,0.0,44
182.4,18.972,8.42,17.267,6.4991,297.8,1.6092,90.0,75.0,100.0,0.91066,,0.0,44
182.6,19.129,8.4325,17.248,6.4933,297.99,1.6087,90.0,75.0,100.0,0.90581,,0.0,44
182.8,19.287,8.4494,17.229,6.4916,297.8,1.6082,90.0,75.0,100.0,0.90943,,0.0,44
183.0,19.444,8.4802,17.209,6.4943,298.27,1.6077,90.0,75.0,100.0,0.90311,,0.0,44
183.2,19.597,8.5002,17.19,6.5007,297.96,1.6072,90.0,75.0,100.0,0.89979,,0.0,44
183.4,19.747,8.483,17.17,6.5077,297.76,1.6066,90.0,75.0,100.0,0.92275,,0.0,44
183.6,19.897,8.4632,17.151,6.5115,297.93,1.6061,90.0,75.0,100.0,0.93332,,0.0,44
183.8,20.048,8.4522,17.132,6.5101,297.85,1.6056,90.0,75.0,100.0,0.92269,,0.0,44
184.0,20.199,8.4239,17.113,6.5041,298.04,1.6051,90.0,75.0,100.0,0.9344,,0.0,44
184.2,20.347,8.4177,17.094,6.497,297.9,1.6046,90.0,75.0,100.0,0.93783,,0.0,44
184.4,20.495,8.4196,17.075,6.4924,298.24,1.604,90.0,75.0,100.0,0.95029,,0.0,44
184.6,20.642,8.4376,17.056,6.4921,298.01,1.6035,90.0,75.0,100.0,0.95605,,0.0,44
184.8,20.785,8.4782,17.037,6.4966,297.85,1.603,90.0,75.0,100.0,0.93594,,0.0,44
185.0,20.929,8.4864,17.018,6.5028,297.96,1.6025,90.0,75.0,100.0,0.93944,,0.0,44
185.2,21.076,8.4867,16.999,6.5084,297.83,1.6019,90.0,75.0,100.0,0.93767,,0.0,44
185.4,21.226,8.4779,16.98,6.5103,298.13,1.6014,90.0,75.0,100.0,0.93223,,0.0,44
185.6,21.377,8.4489,16.961,6.5079,297.93,1.6009,90.0,75.0,100.0,0.94413,,0.0,44
185.8,21.528,8.437,16.942,6.5023,298.45,1.6004,90.0,75.0,100.0,0.9453,,0.0,44
186.0,21.677,8.425,16.923,6.4965,298.13,1.5998,90.0,75.0,100.0,0.95868,,0.0,44
186.2,21.827,8.4388,16.905,6.4933,297.9,1.5993,90.0,75.0,100.0,0.95861,,0.0,44
186.4,21.977,8.4725,16.886,6.4941,298.08,1.5988,90.0,75.0,100.0,0.94347,,0.0,44
186.6,22.127,8.4807,16.867,6.4987,297.9,1.5982,90.0,75.0,100.0,0.95334,,0.0,44
186.8,22.278,8.4864,16.848,6.5052,298.33,1.5977,90.0,75.0,100.0,0.95722,,0.0,44
187.0,22.426,8.4725,16.829,6.5096,298.04,1.5972,90.0,75.0,100.0,0.96539,,0.0,44
187.2,22.573,8.4553,16.811,6.5088,297.85,1.5966,90.0,75.0,100.0,0.96668,,0.0,44
187.4,22.723,8.4234,16.792,6.5043,298.0,1.5961,90.0,75.0,100.0,0.98677,,0.0,44
187.6,22.874,8.3982,16.774,6.4984,297.84,1.5956,90.0,75.0,100.0,1.0123,,0.0,44
187.8,23.024,8.4078,16.755,6.4943,298.21,1.595,90.0,75.0,100.0,1.014,,0.0,44
188.0,23.175,8.4256,16.737,6.4939,297.96,1.5945,90.0,75.0,100.0,1.0138,,0.0,44
188.2,23.328,8.4535,16.718,6.4972,297.8,1.5939,90.0,75.0,100.0,1.003,,0.0,44
188.4,23.485,8.4597,16.7,6.5028,297.93,1.5934,90.0,75.0,100.0,1.0078,,0.0,44
188.6,23.645,8.4616,16.681,6.5073,297.85,1.5929,90.0,75.0,100.0,1.0044,,0.0,44
188.8,23.806,8.4454,16.663,6.5079,298.01,1.5923,90.0,75.0,100.0,1.01,,0.0,44
189.0,23.966,8.4224,16.644,6.5047,297.89,1.5918,90.0,75.0,100.0,1.0226,,0.0,44
189.2,24.123,8.4133,16.626,6.4998,298.17,1.5912,90.0,75.0,100.0,1.0286,,0.0,44
189.4,24.278,8.429,16.608,6.4956,297.98,1.5907,90.0,75.0,100.0,1.0173,,0.0,44
189.6,24.432,8.4339,16.589,6.4941,297.84,1.5901,90.0,75.0,100.0,1.0275,,0.0,44
189.8,24.583,8.4615,16.571,6.4966,297.93,1.5896,90.0,75.0,100.0,1.0176,,0.0,44
190.0,24.731,8.4716,16.553,6.5009,297.85,1.5891,90.0,75.0,100.0,1.0194,,0.0,44
190.2,24.878,8.4892,16.534,6.5345,297.98,1.5787,90.0,75.0,100.0,1.0125,,0.0,44
190.4,25.03,8.4182,16.516,6.5512,297.87,1.5641,90.0,75.0,100.0,1.0166,,0.0,44
190.6,25.186,8.4334,16.498,6.5673,298.11,1.5493,90.0,75.0,100.0,1.0122,,0.0,44
190.8,25.345,8.4619,16.48,6.5828,297.95,1.5345,90.0,75.0,100.0,0.99182,,0.0,44
191.0,25.506,8.4995,16.462,6.5978,298.37,1.5196,90.0,75.0,100.0,0.96113,,0.0,44
191.2,25.668,8.527,16.443,6.6122,298.11,1.5049,90.0,75.0,100.0,0.94107,,0.0,44
191.4,25.834,8.5614,16.425,6.6258,297.91,1.4901,90.0,75.0,100.0,0.91445,,0.0,44
191.6,25.999,8.5867,16.407,6.6385,298.09,1.4753,90.0,75.0,100.0,0.89889,,0.0,44
191.8,26.169,8.6049,16.388,6.65,297.92,1.4606,90.0,75.0,100.0,0.89276,,0.0,44
192.0,26.341,8.6373,16.369,6.6603,298.34,1.4459,90.0,75.0,100.0,0.8718,24.156,0.0,44
192.2,26.51,8.6531,16.35,6.6313,298.05,1.4412,90.0,75.0,100.0,0.85618,,0.0,44
192.4,26.677,8.6777,16.332,6.604,297.86,1.4405,90.0,75.0,100.0,0.83299,,0.0,44
192.6,26.842,8.6797,16.313,6.5778,298.01,1.44,90.0,75.0,100.0,0.83631,,0.0,44
192.8,27.011,8.6894,16.294,6.553,297.86,1.4395,90.0,75.0,100.0,0.83209,,0.0,44
193.0,27.177,8.6895,16.275,6.5289,298.25,1.439,90.0,75.0,100.0,0.83919,,0.0,44
193.2,27.341,8.6396,16.257,6.5159,298.0,1.4385,90.0,75.0,100.0,0.85398,,0.0,44
193.4,27.506,8.6516,16.238,6.5035,297.83,1.438,90.0,75.0,100.0,0.84388,,0.0,44
193.6,27.668,8.6591,16.22,6.4916,297.99,1.4375,90.0,75.0,100.0,0.8376,,0.0,44
193.8,27.828,8.6854,16.201,6.4849,297.84,1.437,90.0,75.0,100.0,0.83621,,0.0,44
194.0,27.988,8.7375,16.182,6.4864,298.25,1.4364,90.0,75.0,100.0,0.82359,,0.0,44
194.2,28.147,8.787,16.163,6.4951,298.0,1.4359,90.0,75.0,100.0,0.80787,,0.0,44
194.4,28.303,8.7946,16.144,6.5055,297.82,1.4354,90.0,75.0,100.0,0.81725,,0.0,44
194.6,28.462,8.7895,16.125,6.5137,298.0,1.4349,90.0,75.0,100.0,0.81513,,0.0,44
194.8,28.62,8.7535,16.106,6.5162,297.85,1.4344,90.0,75.0,100.0,0.82574,,0.0,44
195.0,28.778,8.7111,16.087,6.511,298.29,1.4339,90.0,75.0,100.0,0.83877,,0.0,44
195.2,28.935,8.6905,16.069,6.5015,298.03,1.4334,90.0,75.0,100.0,0.84012,,0.0,44
195.4,29.091,8.6872,16.051,6.4923,297.83,1.4329,90.0,75.0,100.0,0.84632,,0.0,44
195.6,29.247,8.7109,16.032,6.4876,298.03,1.4323,90.0,75.0,100.0,0.84671,,0.0,44
195.8,29.401,8.7431,16.014,6.4891,297.86,1.4318,90.0,75.0,100.0,0.84897,,0.0,44
196.0,29.553,8.7835,15.995,6.4965,298.34,1.4313,90.0,75.0,100.0,0.83846,,0.0,44
196.2,29.703,8.7793,15.976,6.5064,298.05,1.4308,90.0,75.0,100.0,0.85773,,0.0,44
196.4,29.853,8.7698,15.957,6.513,297.84,1.4303,90.0,75.0,100.0,0.85853,,0.0,44
196.6,30.002,8.7345,15.938,6.5142,298.05,1.4297,90.0,75.0,100.0,0.87117,,0.0,44
196.8,30.153,8.6918,15.92,6.5091,297.86,1.4292,90.0,75.0,100.0,0.89002,,0.0,44
197.0,30.301,8.6734,15.902,6.5007,298.37,1.4287,90.0,75.0,100.0,0.89535,,0.0,44
197.2,30.447,8.6755,15.884,6.4929,298.06,1.4282,90.0,75.0,100.0,0.89771,,0.0,44
197.4,30.592,8.6913,15.865,6.4893,297.84,1.4277,90.0,75.0,100.0,0.90485,,0.0,44
197.6,30.737,8.7178,15.847,6.4908,298.06,1.4271,90.0,75.0,100.0,0.90975,,0.0,44
197.8,30.881,8.751,15.828,6.4969,297.87,1.4266,90.0,75.0,100.0,0.90215,,0.0,44
198.0,31.025,8.7747,15.81,6.5062,298.4,1.4261,90.0,75.0,100.0,0.88898,,0.0,44
198.2,31.167,8.7584,15.791,6.5131,298.06,1.4256,90.0,75.0,100.0,0.89623,,0.0,44
198.4,31.31,8.7393,15.773,6.5137,297.84,1.425,90.0,75.0,100.0,0.88982,,0.0,44
198.6,31.452,8.7187,15.755,6.5084,298.05,1.4245,90.0,75.0,100.0,0.88356,,0.0,44
198.8,31.595,8.7007,15.737,6.4999,297.85,1.424,90.0,75.0,100.0,0.88811,,0.0,44
199.0,31.737,8.7169,15.719,6.4925,298.37,1.4234,90.0,75.0,100.0,0.87702,,0.0,44
199.2,31.879,8.745,15.701,6.4896,298.03,1.4229,90.0,75.0,100.0,0.86937,,0.0,44
199.4,32.018,8.7786,15.683,6.4927,297.81,1.4224,90.0,75.0,100.0,0.86335,,0.0,44
199.6,32.157,8.8057,15.665,6.5008,297.99,1.4218,90.0,75.0,100.0,0.85692,,0.0,44
199.8,32.296,8.7972,15.646,6.5082,297.81,1.4213,90.0,75.0,100.0,0.86995,,0.0,44
200.0,32.412,8.6841,15.629,6.5122,298.3,1.4208,75.0,75.0,100.0,0.88071,,0.0,44
200.2,32.52,8.9063,15.607,6.5098,297.98,1.6201,75.0,65.0,100.0,0.84914,,0.0,44
200.4,32.626,8.888,15.586,6.5033,297.78,1.6322,75.0,65.0,100.0,0.86968,,0.0,44
200.6,32.732,8.8947,15.565,6.496,297.97,1.6324,75.0,65.0,100.0,0.86854,,0.0,44
200.8,32.84,8.915,15.543,6.4916,297.79,1.6318,75.0,65.0,100.0,0.86811,,0.0,44
201.0,32.947,8.9616,15.522,6.4916,298.28,1.6312,75.0,65.0,100.0,0.85247,,0.0,44
201.2,33.053,8.9991,15.5,6.4966,297.96,1.6306,75.0,65.0,100.0,0.84308,,0.0,44
201.4,33.161,9.0226,15.479,6.5037,297.76,1.63,75.0,65.0,100.0,0.83658,,0.0,44
201.6,33.269,9.0273,15.457,6.5088,297.95,1.6293,75.0,65.0,100.0,0.83303,,0.0,44
201.8,33.38,9.0271,15.436,6.5103,297.77,1.6287,75.0,65.0,100.0,0.82305,,0.0,44
202.0,33.489,9.0013,15.415,6.5075,298.27,1.6281,75.0,65.0,100.0,0.83452,,0.0,44
202.2,33.601,8.9896,15.394,6.5017,297.93,1.6275,75.0,65.0,100.0,0.84048,,0.0,44
202.4,33.712,8.9927,15.372,6.4961,298.89,1.6268,75.0,65.0,100.0,0.84557,,0.0,44
202.6,33.822,9.0066,15.351,6.4933,298.26,1.6262,75.0,65.0,100.0,0.85101,,0.0,44
202.8,33.933,9.0315,15.33,6.4944,297.86,1.6256,75.0,65.0,100.0,0.85194,,0.0,44
203.0,34.046,9.0538,15.309,6.4981,298.18,1.6249,75.0,65.0,100.0,0.853,,0.0,44
203.2,34.158,9.0724,15.287,6.5032,297.88,1.6243,75.0,65.0,100.0,0.849,,0.0,44
203.4,34.27,9.0838,15.266,6.5072,298.66,1.6237,75.0,65.0,100.0,0.84079,,0.0,44
203.6,34.383,9.063,15.245,6.5086,298.14,1.623,75.0,65.0,100.0,0.85394,,0.0,44
203.8,34.495,9.0465,15.224,6.5065,297.8,1.6224,75.0,65.0,100.0,0.86215,,0.0,44
204.0,34.609,9.0307,15.203,6.5018,298.08,1.6217,75.0,65.0,100.0,0.87453,23.164,0.0,44
204.2,34.721,9.0159,15.183,6.497,297.81,1.6211,75.0,65.0,100.0,0.89629,,0.0,44
